SALEDATE,WHSALNAME,CMPNAME,LARGENAME_API,MIDNAME_API,SMALLNAME,AVGAMT,STD,TOTQTY,MY_TARGET_ITEM_NAME,MY_TARGET_LARGENAME,MY_TARGET_MIDNAME,WHSALCD
20250220,전주,전주원협(공),조미채소류,양파,기타양파,5300,15kg 그물망,150,양파,조미채소류,양파,350101
20250220,전주,전주청과물㈜,조미채소류,양파,기타양파,24000,15kg 상자,300,양파,조미채소류,양파,350101
20250221,전주,전주원협(공),조미채소류,양파,기타양파,26200,15kg 그물망,360,양파,조미채소류,양파,350101
20250221,전주,전주원협(공),조미채소류,양파,기타양파,5300,15kg 그물망,150,양파,조미채소류,양파,350101
20250221,전주,전주청과물㈜,조미채소류,양파,기타양파,2000,1kg 상자,510,양파,조미채소류,양파,350101
20250221,전주,전주청과물㈜,조미채소류,양파,기타양파,6000,3kg 상자,150,양파,조미채소류,양파,350101
20250221,전주,전주청과물㈜,조미채소류,양파,양파(수입),18500,15kg 상자,1935,양파,조미채소류,양파,350101
20250221,전주,전주원협(공),조미채소류,양파,기타양파,26200,15kg 그물망,360,양파,조미채소류,양파,350101
20250221,전주,전주원협(공),조미채소류,양파,기타양파,5300,15kg 그물망,150,양파,조미채소류,양파,350101
20250221,전주,전주청과물㈜,조미채소류,양파,기타양파,2000,1kg 상자,510,양파,조미채소류,양파,350101
20250221,전주,전주청과물㈜,조미채소류,양파,기타양파,6000,3kg 상자,150,양파,조미채소류,양파,350101
20250221,전주,전주청과물㈜,조미채소류,양파,양파(수입),18500,15kg 상자,1935,양파,조미채소류,양파,350101
20250226,전주,전주원협(공),조미채소류,양파,기타양파,6900,3kg 그물망,75,양파,조미채소류,양파,350101
20250226,전주,전주청과물㈜,조미채소류,양파,기타양파,23500,15kg 상자,2250,양파,조미채소류,양파,350101
20250226,전주,전주원협(공),조미채소류,양파,기타양파,22333.333,15kg 그물망,2460,양파,조미채소류,양파,350101
20250226,전주,전주원협(공),조미채소류,양파,기타양파,16000,12kg 그물망,888,양파,조미채소류,양파,350101
20250226,전주,전주원협(공),조미채소류,양파,양파(수입),19500,15kg 그물망,900,양파,조미채소류,양파,350101
20250226,전주,전주원협(공),조미채소류,양파,기타양파,6900,3kg 그물망,75,양파,조미채소류,양파,350101
20250226,전주,전주청과물㈜,조미채소류,양파,기타양파,23500,15kg 상자,2250,양파,조미채소류,양파,350101
20250226,전주,전주원협(공),조미채소류,양파,기타양파,22333.333,15kg 그물망,2460,양파,조미채소류,양파,350101
20250226,전주,전주원협(공),조미채소류,양파,기타양파,16000,12kg 그물망,888,양파,조미채소류,양파,350101
20250226,전주,전주원협(공),조미채소류,양파,양파(수입),19500,15kg 그물망,900,양파,조미채소류,양파,350101
20250227,전주,전주원협(공),조미채소류,양파,기타양파,25800,15kg 그물망,330,양파,조미채소류,양파,350101
20250227,전주,전주원협(공),조미채소류,양파,기타양파,23625,15kg 그물망,1710,양파,조미채소류,양파,350101
20250227,전주,전주원협(공),조미채소류,양파,기타양파,5000,15kg 그물망,90,양파,조미채소류,양파,350101
20250227,전주,전주청과물㈜,조미채소류,양파,기타양파,4600,2kg 상자,100,양파,조미채소류,양파,350101
20250227,전주,전주청과물㈜,조미채소류,양파,기타양파,20000,12kg 상자,720,양파,조미채소류,양파,350101
20250227,전주,전주원협(공),조미채소류,양파,기타양파,25800,15kg 그물망,330,양파,조미채소류,양파,350101
20250227,전주,전주원협(공),조미채소류,양파,기타양파,23625,15kg 그물망,1710,양파,조미채소류,양파,350101
20250227,전주,전주원협(공),조미채소류,양파,기타양파,5000,15kg 그물망,90,양파,조미채소류,양파,350101
20250227,전주,전주청과물㈜,조미채소류,양파,기타양파,4600,2kg 상자,100,양파,조미채소류,양파,350101
20250227,전주,전주청과물㈜,조미채소류,양파,기타양파,20000,12kg 상자,720,양파,조미채소류,양파,350101
20250228,전주,전주원협(공),조미채소류,양파,기타양파,6600,15kg 그물망,165,양파,조미채소류,양파,350101
20250228,전주,전주원협(공),조미채소류,양파,기타양파,24000,15kg 그물망,75,양파,조미채소류,양파,350101
20250228,전주,전주원협(공),조미채소류,양파,기타양파,21250,15kg 그물망,1755,양파,조미채소류,양파,350101
20250228,전주,전주청과물㈜,조미채소류,양파,기타양파,2300,1kg 상자,620,양파,조미채소류,양파,350101
20250228,전주,전주청과물㈜,조미채소류,양파,기타양파,26000,15kg 상자,150,양파,조미채소류,양파,350101
20250228,전주,전주원협(공),조미채소류,양파,기타양파,6600,15kg 그물망,165,양파,조미채소류,양파,350101
20250228,전주,전주원협(공),조미채소류,양파,기타양파,24000,15kg 그물망,75,양파,조미채소류,양파,350101
20250228,전주,전주원협(공),조미채소류,양파,기타양파,21250,15kg 그물망,1755,양파,조미채소류,양파,350101
20250228,전주,전주청과물㈜,조미채소류,양파,기타양파,2300,1kg 상자,620,양파,조미채소류,양파,350101
20250228,전주,전주청과물㈜,조미채소류,양파,기타양파,26000,15kg 상자,150,양파,조미채소류,양파,350101
20250301,전주,전주원협(공),조미채소류,양파,기타양파,24000,15kg 그물망,150,양파,조미채소류,양파,350101
20250301,전주,전주청과물㈜,조미채소류,양파,기타양파,4600,2kg 상자,200,양파,조미채소류,양파,350101
20250301,전주,전주청과물㈜,조미채소류,양파,기타양파,24000,15kg 상자,7200,양파,조미채소류,양파,350101
20250301,전주,전주청과물㈜,조미채소류,양파,기타양파,2300,1kg 상자,100,양파,조미채소류,양파,350101
20250301,전주,전주원협(공),조미채소류,양파,기타양파,25000,15kg 그물망,315,양파,조미채소류,양파,350101
20250301,전주,전주원협(공),조미채소류,양파,기타양파,24000,15kg 그물망,150,양파,조미채소류,양파,350101
20250301,전주,전주청과물㈜,조미채소류,양파,기타양파,4600,2kg 상자,200,양파,조미채소류,양파,350101
20250301,전주,전주청과물㈜,조미채소류,양파,기타양파,24000,15kg 상자,7200,양파,조미채소류,양파,350101
20250301,전주,전주청과물㈜,조미채소류,양파,기타양파,2300,1kg 상자,100,양파,조미채소류,양파,350101
20250301,전주,전주원협(공),조미채소류,양파,기타양파,25000,15kg 그물망,315,양파,조미채소류,양파,350101
20250303,전주,전주청과물㈜,조미채소류,양파,중만생양파,25000,10kg 상자,10,양파,조미채소류,양파,350101
20250303,전주,전주청과물㈜,조미채소류,양파,양파(수입),18000,15kg 상자,3900,양파,조미채소류,양파,350101
20250304,전주,전주원협(공),조미채소류,양파,기타양파,24500,15kg 그물망,2250,양파,조미채소류,양파,350101
20250304,전주,전주원협(공),조미채소류,양파,깐양파,13000,10kg 봉지,150,양파,조미채소류,양파,350101
20250304,전주,전주청과물㈜,조미채소류,양파,양파(수입),17000,15kg 상자,675,양파,조미채소류,양파,350101
20250304,전주,전주원협(공),조미채소류,양파,기타양파,23000,15kg 그물망,1500,양파,조미채소류,양파,350101
20250304,전주,전주원협(공),조미채소류,양파,양파(수입),19500,15kg 그물망,1800,양파,조미채소류,양파,350101
20250304,전주,전주원협(공),조미채소류,양파,기타양파,24500,15kg 그물망,2250,양파,조미채소류,양파,350101
20250304,전주,전주원협(공),조미채소류,양파,깐양파,13000,10kg 봉지,150,양파,조미채소류,양파,350101
20250304,전주,전주청과물㈜,조미채소류,양파,양파(수입),17000,15kg 상자,675,양파,조미채소류,양파,350101
20250304,전주,전주원협(공),조미채소류,양파,기타양파,23000,15kg 그물망,1500,양파,조미채소류,양파,350101
20250304,전주,전주원협(공),조미채소류,양파,양파(수입),19500,15kg 그물망,1800,양파,조미채소류,양파,350101
20250305,전주,전주원협(공),조미채소류,양파,기타양파,28000.000,15.000kg그물망,180.000,양파,조미채소류,양파,350101
20250305,전주,전주원협(공),조미채소류,양파,기타양파,26800.000,15.000kg그물망,240.000,양파,조미채소류,양파,350101
20250305,전주,전주원협(공),조미채소류,양파,기타양파,25600.000,15.000kg그물망,180.000,양파,조미채소류,양파,350101
20250305,전주,전주원협(공),조미채소류,양파,기타양파,23500.000,15.000kg그물망,210.000,양파,조미채소류,양파,350101
20250305,전주,전주원협(공),조미채소류,양파,기타양파,23000.000,15.000kg그물망,30.000,양파,조미채소류,양파,350101
20250305,전주,전주원협(공),조미채소류,양파,기타양파,28000.000,15.000kg그물망,180.000,양파,조미채소류,양파,350101
20250305,전주,전주원협(공),조미채소류,양파,기타양파,26800.000,15.000kg그물망,240.000,양파,조미채소류,양파,350101
20250305,전주,전주원협(공),조미채소류,양파,기타양파,25600.000,15.000kg그물망,180.000,양파,조미채소류,양파,350101
20250305,전주,전주원협(공),조미채소류,양파,기타양파,23500.000,15.000kg그물망,210.000,양파,조미채소류,양파,350101
20250305,전주,전주원협(공),조미채소류,양파,기타양파,23000.000,15.000kg그물망,30.000,양파,조미채소류,양파,350101
20250306,전주,전주청과물㈜,조미채소류,양파,양파(수입),19500.000,15.000kg상자,975.000,양파,조미채소류,양파,350101
20250306,전주,전주청과물㈜,조미채소류,양파,기타양파,2500.000,1.000kg상자,150.000,양파,조미채소류,양파,350101
20250306,전주,전주청과물㈜,조미채소류,양파,기타양파,5000.000,2.000kg상자,100.000,양파,조미채소류,양파,350101
20250306,전주,전주청과물㈜,조미채소류,양파,기타양파,25500.000,15.000kg상자,150.000,양파,조미채소류,양파,350101
20250306,전주,전주원협(공),조미채소류,양파,깐양파,2785.000,1.000kg상자,10.000,양파,조미채소류,양파,350101
20250306,전주,전주청과물㈜,조미채소류,양파,양파(수입),19500.000,15.000kg상자,975.000,양파,조미채소류,양파,350101
20250306,전주,전주청과물㈜,조미채소류,양파,기타양파,2500.000,1.000kg상자,150.000,양파,조미채소류,양파,350101
20250306,전주,전주청과물㈜,조미채소류,양파,기타양파,5000.000,2.000kg상자,100.000,양파,조미채소류,양파,350101
20250306,전주,전주청과물㈜,조미채소류,양파,기타양파,25500.000,15.000kg상자,150.000,양파,조미채소류,양파,350101
20250306,전주,전주원협(공),조미채소류,양파,깐양파,2785.000,1.000kg상자,10.000,양파,조미채소류,양파,350101
20250307,전주,전주원협(공),조미채소류,양파,기타양파,28000.000,15.000kg그물망,150.000,양파,조미채소류,양파,350101
20250307,전주,전주원협(공),조미채소류,양파,기타양파,26000.000,15.000kg그물망,1710.000,양파,조미채소류,양파,350101
20250307,전주,전주원협(공),조미채소류,양파,기타양파,25666.667,15.000kg그물망,1710.000,양파,조미채소류,양파,350101
20250307,전주,전주청과물㈜,조미채소류,양파,양파(수입),19500.000,15.000kg상자,3900.000,양파,조미채소류,양파,350101
20250307,전주,전주청과물㈜,조미채소류,양파,기타양파,2500.000,1.000kg상자,920.000,양파,조미채소류,양파,350101
20250307,전주,전주원협(공),조미채소류,양파,기타양파,28000.000,15.000kg그물망,150.000,양파,조미채소류,양파,350101
20250307,전주,전주원협(공),조미채소류,양파,기타양파,26000.000,15.000kg그물망,1710.000,양파,조미채소류,양파,350101
20250307,전주,전주원협(공),조미채소류,양파,기타양파,25666.667,15.000kg그물망,1710.000,양파,조미채소류,양파,350101
20250307,전주,전주청과물㈜,조미채소류,양파,양파(수입),19500.000,15.000kg상자,3900.000,양파,조미채소류,양파,350101
20250307,전주,전주청과물㈜,조미채소류,양파,기타양파,2500.000,1.000kg상자,920.000,양파,조미채소류,양파,350101
20250308,전주,전주원협(공),조미채소류,양파,자주양파,4250.000,1.000kg그물망,1.000,양파,조미채소류,양파,350101
20250308,전주,전주원협(공),조미채소류,양파,양파(수입),20000.000,15.000kg그물망,1800.000,양파,조미채소류,양파,350101
20250308,전주,전주원협(공),조미채소류,양파,기타양파,3200.000,1.500kg그물망,675.000,양파,조미채소류,양파,350101
20250308,전주,전주원협(공),조미채소류,양파,기타양파,5500.000,2.500kg그물망,75.000,양파,조미채소류,양파,350101
20250308,전주,전주원협(공),조미채소류,양파,기타양파,23000.000,15.000kg그물망,1500.000,양파,조미채소류,양파,350101
20250308,전주,전주원협(공),조미채소류,양파,자주양파,4250.000,1.000kg그물망,1.000,양파,조미채소류,양파,350101
20250308,전주,전주원협(공),조미채소류,양파,양파(수입),20000.000,15.000kg그물망,1800.000,양파,조미채소류,양파,350101
20250308,전주,전주원협(공),조미채소류,양파,기타양파,3200.000,1.500kg그물망,675.000,양파,조미채소류,양파,350101
20250308,전주,전주원협(공),조미채소류,양파,기타양파,5500.000,2.500kg그물망,75.000,양파,조미채소류,양파,350101
20250308,전주,전주원협(공),조미채소류,양파,기타양파,23000.000,15.000kg그물망,1500.000,양파,조미채소류,양파,350101
20250310,전주,전주원협(공),조미채소류,양파,조생양파,4300.000,4.000kg단,36.000,양파,조미채소류,양파,350101
20250310,전주,전주원협(공),조미채소류,양파,자주양파,4273.000,1.000kg그물망,1.000,양파,조미채소류,양파,350101
20250310,전주,전주원협(공),조미채소류,양파,자주양파,16000.000,15.000kg그물망,450.000,양파,조미채소류,양파,350101
20250310,전주,전주원협(공),조미채소류,양파,기타양파,26500.000,15.000kg그물망,750.000,양파,조미채소류,양파,350101
20250310,전주,전주원협(공),조미채소류,양파,기타양파,27000.000,15.000kg그물망,1125.000,양파,조미채소류,양파,350101
20250310,전주,전주원협(공),조미채소류,양파,조생양파,4300.000,4.000kg단,36.000,양파,조미채소류,양파,350101
20250310,전주,전주원협(공),조미채소류,양파,자주양파,4273.000,1.000kg그물망,1.000,양파,조미채소류,양파,350101
20250310,전주,전주원협(공),조미채소류,양파,자주양파,16000.000,15.000kg그물망,450.000,양파,조미채소류,양파,350101
20250310,전주,전주원협(공),조미채소류,양파,기타양파,26500.000,15.000kg그물망,750.000,양파,조미채소류,양파,350101
20250310,전주,전주원협(공),조미채소류,양파,기타양파,27000.000,15.000kg그물망,1125.000,양파,조미채소류,양파,350101
20250311,전주,전주원협(공),조미채소류,양파,기타양파,2500.000,1.000kg그물망,300.000,양파,조미채소류,양파,350101
20250311,전주,전주원협(공),조미채소류,양파,기타양파,30000.000,15.000kg그물망,960.000,양파,조미채소류,양파,350101
20250311,전주,전주원협(공),조미채소류,양파,기타양파,29000.000,15.000kg그물망,975.000,양파,조미채소류,양파,350101
20250311,전주,전주청과물㈜,조미채소류,양파,기타양파,2500.000,1.000kg상자,250.000,양파,조미채소류,양파,350101
20250311,전주,전주청과물㈜,조미채소류,양파,기타양파,5000.000,2.000kg상자,340.000,양파,조미채소류,양파,350101
20250311,전주,전주원협(공),조미채소류,양파,기타양파,2500.000,1.000kg그물망,300.000,양파,조미채소류,양파,350101
20250311,전주,전주원협(공),조미채소류,양파,기타양파,30000.000,15.000kg그물망,960.000,양파,조미채소류,양파,350101
20250311,전주,전주원협(공),조미채소류,양파,기타양파,29000.000,15.000kg그물망,975.000,양파,조미채소류,양파,350101
20250311,전주,전주청과물㈜,조미채소류,양파,기타양파,2500.000,1.000kg상자,250.000,양파,조미채소류,양파,350101
20250311,전주,전주청과물㈜,조미채소류,양파,기타양파,5000.000,2.000kg상자,340.000,양파,조미채소류,양파,350101
20250312,전주,전주청과물㈜,조미채소류,양파,양파(수입),19500.000,15.000kg상자,2925.000,양파,조미채소류,양파,350101
20250312,전주,전주청과물㈜,조미채소류,양파,기타양파,2500.000,1.000kg상자,380.000,양파,조미채소류,양파,350101
20250312,전주,전주청과물㈜,조미채소류,양파,기타양파,27000.000,12.000kg상자,720.000,양파,조미채소류,양파,350101
20250312,전주,전주청과물㈜,조미채소류,양파,기타양파,28000.000,15.000kg상자,4500.000,양파,조미채소류,양파,350101
20250312,전주,전주원협(공),조미채소류,양파,기타양파,26000.000,15.000kg그물망,750.000,양파,조미채소류,양파,350101
20250312,전주,전주청과물㈜,조미채소류,양파,양파(수입),19500.000,15.000kg상자,2925.000,양파,조미채소류,양파,350101
20250312,전주,전주청과물㈜,조미채소류,양파,기타양파,2500.000,1.000kg상자,380.000,양파,조미채소류,양파,350101
20250312,전주,전주청과물㈜,조미채소류,양파,기타양파,27000.000,12.000kg상자,720.000,양파,조미채소류,양파,350101
20250312,전주,전주청과물㈜,조미채소류,양파,기타양파,28000.000,15.000kg상자,4500.000,양파,조미채소류,양파,350101
20250312,전주,전주원협(공),조미채소류,양파,기타양파,26000.000,15.000kg그물망,750.000,양파,조미채소류,양파,350101
20250313,전주,전주원협(공),조미채소류,양파,조생양파,5000.000,4.000kg단,40.000,양파,조미채소류,양파,350101
20250313,전주,전주청과물㈜,조미채소류,양파,양파(수입),19500.000,15.000kg상자,975.000,양파,조미채소류,양파,350101
20250313,전주,전주청과물㈜,조미채소류,양파,기타양파,2500.000,1.000kg상자,350.000,양파,조미채소류,양파,350101
20250313,전주,전주청과물㈜,조미채소류,양파,기타양파,7500.000,3.000kg상자,90.000,양파,조미채소류,양파,350101
20250313,전주,전주청과물㈜,조미채소류,양파,기타양파,28500.000,15.000kg상자,150.000,양파,조미채소류,양파,350101
20250313,전주,전주원협(공),조미채소류,양파,조생양파,5000.000,4.000kg단,40.000,양파,조미채소류,양파,350101
20250313,전주,전주청과물㈜,조미채소류,양파,양파(수입),19500.000,15.000kg상자,975.000,양파,조미채소류,양파,350101
20250313,전주,전주청과물㈜,조미채소류,양파,기타양파,2500.000,1.000kg상자,350.000,양파,조미채소류,양파,350101
20250313,전주,전주청과물㈜,조미채소류,양파,기타양파,7500.000,3.000kg상자,90.000,양파,조미채소류,양파,350101
20250313,전주,전주청과물㈜,조미채소류,양파,기타양파,28500.000,15.000kg상자,150.000,양파,조미채소류,양파,350101
20250314,전주,전주청과물㈜,조미채소류,양파,기타양파,2000.000,1.000kg상자,120.000,양파,조미채소류,양파,350101
20250314,전주,전주청과물㈜,조미채소류,양파,기타양파,4000.000,2.000kg상자,50.000,양파,조미채소류,양파,350101
20250314,전주,전주청과물㈜,조미채소류,양파,양파(수입),18000.000,15.000kg상자,975.000,양파,조미채소류,양파,350101
20250314,전주,전주청과물㈜,조미채소류,양파,기타양파,21000.000,12.000kg상자,720.000,양파,조미채소류,양파,350101
20250314,전주,전주청과물㈜,조미채소류,양파,기타양파,25250.000,15.000kg상자,2700.000,양파,조미채소류,양파,350101
20250314,전주,전주청과물㈜,조미채소류,양파,기타양파,2000.000,1.000kg상자,120.000,양파,조미채소류,양파,350101
20250314,전주,전주청과물㈜,조미채소류,양파,기타양파,4000.000,2.000kg상자,50.000,양파,조미채소류,양파,350101
20250314,전주,전주청과물㈜,조미채소류,양파,양파(수입),18000.000,15.000kg상자,975.000,양파,조미채소류,양파,350101
20250314,전주,전주청과물㈜,조미채소류,양파,기타양파,21000.000,12.000kg상자,720.000,양파,조미채소류,양파,350101
20250314,전주,전주청과물㈜,조미채소류,양파,기타양파,25250.000,15.000kg상자,2700.000,양파,조미채소류,양파,350101
20250315,전주,전주청과물㈜,조미채소류,양파,기타양파,6000.000,5.000kg상자,1250.000,양파,조미채소류,양파,350101
20250315,전주,전주청과물㈜,조미채소류,양파,기타양파,2700.000,5.000kg상자,575.000,양파,조미채소류,양파,350101
20250315,전주,전주원협(공),조미채소류,양파,깐양파,5000.000,5.000kg그물망,20.000,양파,조미채소류,양파,350101
20250315,전주,전주원협(공),조미채소류,양파,기타양파,13500.000,15.000kg그물망,315.000,양파,조미채소류,양파,350101
20250315,전주,전주원협(공),조미채소류,양파,기타양파,24200.000,15.000kg그물망,450.000,양파,조미채소류,양파,350101
20250315,전주,전주청과물㈜,조미채소류,양파,기타양파,6000.000,5.000kg상자,1250.000,양파,조미채소류,양파,350101
20250315,전주,전주청과물㈜,조미채소류,양파,기타양파,2700.000,5.000kg상자,575.000,양파,조미채소류,양파,350101
20250315,전주,전주원협(공),조미채소류,양파,깐양파,5000.000,5.000kg그물망,20.000,양파,조미채소류,양파,350101
20250315,전주,전주원협(공),조미채소류,양파,기타양파,13500.000,15.000kg그물망,315.000,양파,조미채소류,양파,350101
20250315,전주,전주원협(공),조미채소류,양파,기타양파,24200.000,15.000kg그물망,450.000,양파,조미채소류,양파,350101
20250317,전주,전주청과물㈜,조미채소류,양파,기타양파,2000.000,2.000kg상자,100.000,양파,조미채소류,양파,350101
20250317,전주,전주원협(공),조미채소류,양파,기타양파,17000.000,15.000kg그물망,750.000,양파,조미채소류,양파,350101
20250317,전주,전주원협(공),조미채소류,양파,깐양파,2911.000,1.000kg상자,10.000,양파,조미채소류,양파,350101
20250317,전주,전주청과물㈜,조미채소류,양파,기타양파,2000.000,1.000kg상자,770.000,양파,조미채소류,양파,350101
20250317,전주,전주청과물㈜,조미채소류,양파,기타양파,4000.000,2.000kg상자,100.000,양파,조미채소류,양파,350101
20250317,전주,전주청과물㈜,조미채소류,양파,기타양파,2000.000,2.000kg상자,100.000,양파,조미채소류,양파,350101
20250317,전주,전주원협(공),조미채소류,양파,기타양파,17000.000,15.000kg그물망,750.000,양파,조미채소류,양파,350101
20250317,전주,전주원협(공),조미채소류,양파,깐양파,2911.000,1.000kg상자,10.000,양파,조미채소류,양파,350101
20250317,전주,전주청과물㈜,조미채소류,양파,기타양파,2000.000,1.000kg상자,770.000,양파,조미채소류,양파,350101
20250317,전주,전주청과물㈜,조미채소류,양파,기타양파,4000.000,2.000kg상자,100.000,양파,조미채소류,양파,350101
20250318,전주,전주청과물㈜,조미채소류,양파,양파(수입),17500.000,15.000kg상자,3600.000,양파,조미채소류,양파,350101
20250318,전주,전주청과물㈜,조미채소류,양파,기타양파,2000.000,1.000kg상자,450.000,양파,조미채소류,양파,350101
20250318,전주,전주청과물㈜,조미채소류,양파,기타양파,21000.000,12.000kg상자,360.000,양파,조미채소류,양파,350101
20250318,전주,전주청과물㈜,조미채소류,양파,기타양파,1600.000,2.000kg상자,50.000,양파,조미채소류,양파,350101
20250318,전주,전주원협(공),조미채소류,양파,양파(수입),20000.000,15.000kg그물망,1800.000,양파,조미채소류,양파,350101
20250318,전주,전주청과물㈜,조미채소류,양파,양파(수입),17500.000,15.000kg상자,3600.000,양파,조미채소류,양파,350101
20250318,전주,전주청과물㈜,조미채소류,양파,기타양파,2000.000,1.000kg상자,450.000,양파,조미채소류,양파,350101
20250318,전주,전주청과물㈜,조미채소류,양파,기타양파,21000.000,12.000kg상자,360.000,양파,조미채소류,양파,350101
20250318,전주,전주청과물㈜,조미채소류,양파,기타양파,1600.000,2.000kg상자,50.000,양파,조미채소류,양파,350101
20250318,전주,전주원협(공),조미채소류,양파,양파(수입),20000.000,15.000kg그물망,1800.000,양파,조미채소류,양파,350101
20250319,전주,전주청과물㈜,조미채소류,양파,기타양파,2000.000,1.000kg상자,200.000,양파,조미채소류,양파,350101
20250319,전주,전주청과물㈜,조미채소류,양파,기타양파,4000.000,2.000kg상자,300.000,양파,조미채소류,양파,350101
20250319,전주,전주청과물㈜,조미채소류,양파,기타양파,5800.000,5.000kg상자,1180.000,양파,조미채소류,양파,350101
20250319,전주,전주청과물㈜,조미채소류,양파,기타양파,4000.000,5.000kg상자,65.000,양파,조미채소류,양파,350101
20250319,전주,전주청과물㈜,조미채소류,양파,기타양파,28500.000,15.000kg상자,75.000,양파,조미채소류,양파,350101
20250319,전주,전주청과물㈜,조미채소류,양파,기타양파,2000.000,1.000kg상자,200.000,양파,조미채소류,양파,350101
20250319,전주,전주청과물㈜,조미채소류,양파,기타양파,4000.000,2.000kg상자,300.000,양파,조미채소류,양파,350101
20250319,전주,전주청과물㈜,조미채소류,양파,기타양파,5800.000,5.000kg상자,1180.000,양파,조미채소류,양파,350101
20250319,전주,전주청과물㈜,조미채소류,양파,기타양파,4000.000,5.000kg상자,65.000,양파,조미채소류,양파,350101
20250319,전주,전주청과물㈜,조미채소류,양파,기타양파,28500.000,15.000kg상자,75.000,양파,조미채소류,양파,350101
20250320,전주,전주원협(공),조미채소류,양파,깐양파,2890.000,1.000kg상자,20.000,양파,조미채소류,양파,350101
20250320,전주,전주원협(공),조미채소류,양파,기타양파,29000.000,15.000kg그물망,960.000,양파,조미채소류,양파,350101
20250320,전주,전주원협(공),조미채소류,양파,기타양파,18000.000,12.000kg그물망,528.000,양파,조미채소류,양파,350101
20250320,전주,전주원협(공),조미채소류,양파,기타양파,25300.000,15.000kg그물망,435.000,양파,조미채소류,양파,350101
20250320,전주,전주원협(공),조미채소류,양파,기타양파,26000.000,15.000kg그물망,285.000,양파,조미채소류,양파,350101
20250320,전주,전주원협(공),조미채소류,양파,깐양파,2890.000,1.000kg상자,20.000,양파,조미채소류,양파,350101
20250320,전주,전주원협(공),조미채소류,양파,기타양파,29000.000,15.000kg그물망,960.000,양파,조미채소류,양파,350101
20250320,전주,전주원협(공),조미채소류,양파,기타양파,18000.000,12.000kg그물망,528.000,양파,조미채소류,양파,350101
20250320,전주,전주원협(공),조미채소류,양파,기타양파,25300.000,15.000kg그물망,435.000,양파,조미채소류,양파,350101
20250320,전주,전주원협(공),조미채소류,양파,기타양파,26000.000,15.000kg그물망,285.000,양파,조미채소류,양파,350101
20250321,전주,전주원협(공),조미채소류,양파,조생양파,2800.000,4.000kg단,1000.000,양파,조미채소류,양파,350101
20250321,전주,전주청과물㈜,조미채소류,양파,기타양파,2000.000,1.000kg상자,250.000,양파,조미채소류,양파,350101
20250321,전주,전주청과물㈜,조미채소류,양파,기타양파,4000.000,2.000kg상자,200.000,양파,조미채소류,양파,350101
20250321,전주,전주청과물㈜,조미채소류,양파,기타양파,23500.000,12.000kg상자,120.000,양파,조미채소류,양파,350101
20250321,전주,전주청과물㈜,조미채소류,양파,기타양파,24666.667,15.000kg상자,1125.000,양파,조미채소류,양파,350101
20250321,전주,전주원협(공),조미채소류,양파,조생양파,2800.000,4.000kg단,1000.000,양파,조미채소류,양파,350101
20250321,전주,전주청과물㈜,조미채소류,양파,기타양파,2000.000,1.000kg상자,250.000,양파,조미채소류,양파,350101
20250321,전주,전주청과물㈜,조미채소류,양파,기타양파,4000.000,2.000kg상자,200.000,양파,조미채소류,양파,350101
20250321,전주,전주청과물㈜,조미채소류,양파,기타양파,23500.000,12.000kg상자,120.000,양파,조미채소류,양파,350101
20250321,전주,전주청과물㈜,조미채소류,양파,기타양파,24666.667,15.000kg상자,1125.000,양파,조미채소류,양파,350101
20250322,전주,전주원협(공),조미채소류,양파,기타양파,29600.000,15.000kg그물망,1020.000,양파,조미채소류,양파,350101
20250322,전주,전주원협(공),조미채소류,양파,기타양파,30000.000,15.000kg그물망,540.000,양파,조미채소류,양파,350101
20250322,전주,전주원협(공),조미채소류,양파,조생양파,5000.000,4.000kg단,1248.000,양파,조미채소류,양파,350101
20250322,전주,전주원협(공),조미채소류,양파,기타양파,2885.000,1.000kg상자,10.000,양파,조미채소류,양파,350101
20250322,전주,전주원협(공),조미채소류,양파,조생양파,3100.000,4.000kg단,600.000,양파,조미채소류,양파,350101
20250322,전주,전주원협(공),조미채소류,양파,기타양파,29600.000,15.000kg그물망,1020.000,양파,조미채소류,양파,350101
20250322,전주,전주원협(공),조미채소류,양파,기타양파,30000.000,15.000kg그물망,540.000,양파,조미채소류,양파,350101
20250322,전주,전주원협(공),조미채소류,양파,조생양파,5000.000,4.000kg단,1248.000,양파,조미채소류,양파,350101
20250322,전주,전주원협(공),조미채소류,양파,기타양파,2885.000,1.000kg상자,10.000,양파,조미채소류,양파,350101
20250322,전주,전주원협(공),조미채소류,양파,조생양파,3100.000,4.000kg단,600.000,양파,조미채소류,양파,350101
20250324,전주,전주청과물㈜,조미채소류,양파,기타양파,2000.000,1.000kg상자,20.000,양파,조미채소류,양파,350101
20250324,전주,전주청과물㈜,조미채소류,양파,기타양파,1600.000,2.000kg상자,100.000,양파,조미채소류,양파,350101
20250324,전주,전주청과물㈜,조미채소류,양파,기타양파,27333.333,15.000kg상자,1350.000,양파,조미채소류,양파,350101
20250324,전주,전주원협(공),조미채소류,양파,기타양파,1900.000,1.000kg그물망,800.000,양파,조미채소류,양파,350101
20250324,전주,전주원협(공),조미채소류,양파,기타양파,3800.000,2.000kg그물망,400.000,양파,조미채소류,양파,350101
20250324,전주,전주청과물㈜,조미채소류,양파,기타양파,2000.000,1.000kg상자,20.000,양파,조미채소류,양파,350101
