MY_TARGET_ITEM_NAME,itemname_api,kindname_api,countyname_api,marketname_api,date,price_api,unit_api,REQUESTED_KINDNAME,REQ_ITEMCATCODE,REQ_ITEMCODE,REQ_KINDCODE,REQ_RANKCODE,REQ_COUNTRYCODE
깻잎,깻잎,깻잎(1kg),창원,C-유통,2025-01-15,28200,1kg,깻잎(일반),200,253,00,04,1101
깻잎,깻잎,깻잎(1kg),김해,A-유통,2025-01-15,37300,1kg,깻잎(일반),200,253,00,04,1101
깻잎,깻잎,깻잎(1kg),제주,동문,2025-01-15,23300,1kg,깻잎(일반),200,253,00,04,1101
깻잎,깻잎,깻잎(1kg),제주,E-유통,2025-01-15,42700,1kg,깻잎(일반),200,253,00,04,1101
깻잎,깻잎,깻잎(1kg),서울,경동,2025-01-16,21000,1kg,깻잎(일반),200,253,00,04,1101
깻잎,깻잎,깻잎(1kg),서울,복조리,2025-01-16,24600,1kg,깻잎(일반),200,253,00,04,1101
깻잎,깻잎,깻잎(1kg),서울,A-유통,2025-01-16,37300,1kg,깻잎(일반),200,253,00,04,1101
깻잎,깻잎,깻잎(1kg),서울,B-유통,2025-01-16,31800,1kg,깻잎(일반),200,253,00,04,1101
깻잎,깻잎,깻잎(1kg),서울,B`-유통,2025-01-16,22000,1kg,깻잎(일반),200,253,00,04,1101
깻잎,깻잎,깻잎(1kg),서울,C-유통,2025-01-16,35400,1kg,깻잎(일반),200,253,00,04,1101
깻잎,깻잎,깻잎(1kg),서울,E-유통,2025-01-16,51500,1kg,깻잎(일반),200,253,00,04,1101
깻잎,깻잎,깻잎(1kg),서울,I-유통,2025-01-16,49800,1kg,깻잎(일반),200,253,00,04,1101
깻잎,깻잎,깻잎(1kg),서울,L-유통,2025-01-16,35300,1kg,깻잎(일반),200,253,00,04,1101
깻잎,깻잎,깻잎(1kg),부산,부전,2025-01-16,16600,1kg,깻잎(일반),200,253,00,04,1101
깻잎,깻잎,깻잎(1kg),부산,A-유통,2025-01-16,37300,1kg,깻잎(일반),200,253,00,04,1101
깻잎,깻잎,깻잎(1kg),부산,D-유통,2025-01-16,22100,1kg,깻잎(일반),200,253,00,04,1101
깻잎,깻잎,깻잎(1kg),부산,H-유통,2025-01-16,28200,1kg,깻잎(일반),200,253,00,04,1101
깻잎,깻잎,깻잎(1kg),대구,칠성,2025-01-16,14300,1kg,깻잎(일반),200,253,00,04,1101
깻잎,깻잎,깻잎(1kg),대구,A-유통,2025-01-16,37300,1kg,깻잎(일반),200,253,00,04,1101
깻잎,깻잎,깻잎(1kg),대구,E-유통,2025-01-16,49800,1kg,깻잎(일반),200,253,00,04,1101
깻잎,깻잎,깻잎(1kg),인천,현대,2025-01-16,20700,1kg,깻잎(일반),200,253,00,04,1101
깻잎,깻잎,깻잎(1kg),인천,E-유통,2025-01-16,45800,1kg,깻잎(일반),200,253,00,04,1101
깻잎,깻잎,깻잎(1kg),광주,양동,2025-01-16,20000,1kg,깻잎(일반),200,253,00,04,1101
깻잎,깻잎,깻잎(1kg),광주,A-유통,2025-01-16,37300,1kg,깻잎(일반),200,253,00,04,1101
깻잎,깻잎,깻잎(1kg),광주,E-유통,2025-01-16,49800,1kg,깻잎(일반),200,253,00,04,1101
깻잎,깻잎,깻잎(1kg),대전,역전,2025-01-16,13700,1kg,깻잎(일반),200,253,00,04,1101
깻잎,깻잎,깻잎(1kg),대전,A-유통,2025-01-16,37300,1kg,깻잎(일반),200,253,00,04,1101
깻잎,깻잎,깻잎(1kg),대전,E-유통,2025-01-16,49800,1kg,깻잎(일반),200,253,00,04,1101
깻잎,깻잎,깻잎(1kg),울산,신정,2025-01-16,17300,1kg,깻잎(일반),200,253,00,04,1101
깻잎,깻잎,깻잎(1kg),울산,B-유통,2025-01-16,22800,1kg,깻잎(일반),200,253,00,04,1101
깻잎,깻잎,깻잎(1kg),세종,C-유통,2025-01-16,24700,1kg,깻잎(일반),200,253,00,04,1101
깻잎,깻잎,깻잎(1kg),수원,지동,2025-01-16,20300,1kg,깻잎(일반),200,253,00,04,1101
깻잎,깻잎,깻잎(1kg),수원,B-유통,2025-01-16,24000,1kg,깻잎(일반),200,253,00,04,1101
깻잎,깻잎,깻잎(1kg),성남,B-유통,2025-01-16,31800,1kg,깻잎(일반),200,253,00,04,1101
깻잎,깻잎,깻잎(1kg),고양,B-유통,2025-01-16,33800,1kg,깻잎(일반),200,253,00,04,1101
깻잎,깻잎,깻잎(1kg),고양,J-유통,2025-01-16,33200,1kg,깻잎(일반),200,253,00,04,1101
깻잎,깻잎,깻잎(1kg),용인,C-유통,2025-01-16,24700,1kg,깻잎(일반),200,253,00,04,1101
깻잎,깻잎,깻잎(1kg),춘천,중앙,2025-01-16,29100,1kg,깻잎(일반),200,253,00,04,1101
깻잎,깻잎,깻잎(1kg),강릉,A-유통,2025-01-16,37300,1kg,깻잎(일반),200,253,00,04,1101
깻잎,깻잎,깻잎(1kg),청주,육거리,2025-01-16,25000,1kg,깻잎(일반),200,253,00,04,1101
깻잎,깻잎,깻잎(1kg),청주,B-유통,2025-01-16,28500,1kg,깻잎(일반),200,253,00,04,1101
깻잎,깻잎,깻잎(1kg),천안,C-유통,2025-01-16,24700,1kg,깻잎(일반),200,253,00,04,1101
깻잎,깻잎,깻잎(1kg),전주,남부,2025-01-16,18100,1kg,깻잎(일반),200,253,00,04,1101
깻잎,깻잎,깻잎(1kg),전주,C-유통,2025-01-16,24700,1kg,깻잎(일반),200,253,00,04,1101
깻잎,깻잎,깻잎(1kg),순천,역전,2025-01-16,21600,1kg,깻잎(일반),200,253,00,04,1101
깻잎,깻잎,깻잎(1kg),순천,A-유통,2025-01-16,37300,1kg,깻잎(일반),200,253,00,04,1101
깻잎,깻잎,깻잎(1kg),포항,죽도,2025-01-16,20000,1kg,깻잎(일반),200,253,00,04,1101
깻잎,깻잎,깻잎(1kg),포항,E-유통,2025-01-16,49800,1kg,깻잎(일반),200,253,00,04,1101
깻잎,깻잎,깻잎(1kg),안동,C-유통,2025-01-16,24700,1kg,깻잎(일반),200,253,00,04,1101
깻잎,깻잎,깻잎(1kg),창원,상남,2025-01-16,22400,1kg,깻잎(일반),200,253,00,04,1101
깻잎,깻잎,깻잎(1kg),창원,C-유통,2025-01-16,33000,1kg,깻잎(일반),200,253,00,04,1101
깻잎,깻잎,깻잎(1kg),김해,A-유통,2025-01-16,37300,1kg,깻잎(일반),200,253,00,04,1101
깻잎,깻잎,깻잎(1kg),제주,동문,2025-01-16,23300,1kg,깻잎(일반),200,253,00,04,1101
깻잎,깻잎,깻잎(1kg),제주,E-유통,2025-01-16,42700,1kg,깻잎(일반),200,253,00,04,1101
