date,cabbage,radish,garlic,onion,daikon,cilantro,artichoke,cabbage_pred_Ridge,radish_pred_Ridge,garlic_pred_Ridge,onion_pred_Ridge,daikon_pred_Ridge,cilantro_pred_Ridge,artichoke_pred_Ridge,cabbage_pred_RandomForestRegressor,radish_pred_RandomForestRegressor,garlic_pred_RandomForestRegressor,onion_pred_RandomForestRegressor,daikon_pred_RandomForestRegressor,cilantro_pred_RandomForestRegressor,artichoke_pred_RandomForestRegressor,cabbage_pred_LGBM,radish_pred_LGBM,garlic_pred_LGBM,onion_pred_LGBM,daikon_pred_LGBM,cilantro_pred_LGBM,artichoke_pred_LGBM,cabbage_pred_XGBoost,radish_pred_XGBoost,garlic_pred_XGBoost,onion_pred_XGBoost,daikon_pred_XGBoost,cilantro_pred_XGBoost,artichoke_pred_XGBoost,cabbage_pred_MLP,radish_pred_MLP,garlic_pred_MLP,onion_pred_MLP,daikon_pred_MLP,cilantro_pred_MLP,artichoke_pred_MLP
2024-12-23,3109.49,1541.85,4130.84,1349.01,1450.01,16387.88,11258.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-24,3160.7,1493.57,4224.77,1255.1,1575.16,13951.49,10804.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-25,3138.1,1161.01,4585.95,1154.53,1481.64,11856.19,10064.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-26,2548.8,1332.04,5217.14,1161.23,1487.55,11351.61,11099.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-27,3642.66,1545.93,4674.2,1200.78,1503.53,10328.21,11454.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-28,2941.62,1325.48,4317.21,1292.75,1396.15,12691.5,11325.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-29,2941.62,1325.48,4317.21,1292.75,1396.15,12691.5,11325.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-30,2287.54,2270.71,4904.38,1167.73,1566.44,10164.39,11842.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-31,2748.73,1437.33,5366.15,1316.29,1706.6,10211.08,10514.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-01,4832.75,1217.56,5843.78,1408.03,1580.95,6769.851111111111,9694.39423076923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-02,4832.75,1217.56,5843.78,1408.03,1580.95,6769.851111111111,9694.39423076923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-03,3110.8,2309.07,4613.04,1281.47,1683.65,6769.851111111111,11304.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-04,2466.66,2308.51,4664.59,1355.17,1567.71,11395.75,11444.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-05,2466.66,2308.51,4664.59,1355.17,1567.71,11395.75,11444.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-06,3728.57,1671.05,4721.1,1308.74,1659.86,10287.87,9694.39423076923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-07,2640.44,1926.03,5034.74,1430.88,1837.39,8227.55,10084.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-08,2840.73,1556.61,4694.36,1210.24,1836.5,7823.82,9443.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-09,2511.39,1445.95,4799.5,1430.28,1627.7,6839.97,9127.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-10,2465.17,1447.78,4820.13,1317.12,1559.49,6716.96,6253.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-11,3327.41,1649.72,4644.48,1404.78,1468.37,6249.97,10147.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-12,3327.41,1649.72,4644.48,1404.78,1468.37,6249.97,10147.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-13,3847.82,1296.26,4566.77,1383.08,1535.7,6577.95,8875.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-14,3259.77,1534.35,4668.16,1381.9,1677.9,6648.5,8976.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-15,2133.34,3103.07,4646.64,1308.3,1523.7,6306.27,8899.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-16,2900.03,1323.45,5286.23,1355.8,1587.51,5789.86,9888.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-17,3032.35,1485.45,4926.51,1533.72,1513.7,5720.74,9353.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-18,2122.1,1342.87,4509.06,1455.7,1560.53,4930.54,8441.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-19,2122.1,1342.87,4509.06,1455.7,1560.53,4930.54,8441.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-20,3636.66,1354.22,4880.5,1433.13,1501.31,5885.4,9938.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-21,2086.53,1601.51,4822.65,1494.45,1671.14,4757.16,11295.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-22,2501.5,1745.76,4641.68,1331.82,1463.28,4540.63,9909.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-23,2641.53,1148.97,5185.87,1410.7,1420.77,4944.43,9478.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-24,2177.8,1531.88,4489.74,1276.81,1634.8136666666667,5837.4,10875.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-25,2086.21,1788.35,4428.88,1513.49,2441.2,6300.43,11033.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-26,1176.86,1788.35,3375.0,1513.49,1201.63,6769.851111111111,9694.39423076923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-27,2667.75,2416.49,4765.71,1413.47,1640.22,6060.14,9694.39423076923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-28,3906.06,1760.61,5286.71,1716.22,1832.89,6525.57,8705.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-29,3906.06,1760.61,5286.71,1716.22,1832.89,6525.57,8705.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-30,3906.06,1760.61,5286.71,1716.22,1832.89,6525.57,8705.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-31,5412.43,1298.54,4818.372,1447.69,1807.97,8791.67,11130.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-01,1730.55,1900.5808695652174,4743.37,1606.39,1510.91,6221.76,9473.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-02,1730.55,1900.5808695652174,4743.37,1606.39,1510.91,6221.76,9473.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-03,3469.93,1274.14,5132.11,1497.45,1546.81,5374.66,7541.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-04,3672.68,1749.34,4895.05,1476.35,1599.69,4594.9,6951.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-05,2890.76,1992.94,4552.9,1362.89,1567.21,4683.95,7182.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-06,3762.96,1923.83,4820.11,1614.04,1563.39,4322.83,5841.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-07,2907.03,2749.11,4298.04,1329.06,1664.69,5011.9,5834.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-08,3605.41,2786.83,4733.04,1546.05,1684.94,4533.7,6288.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-09,3605.41,2786.83,4733.04,1546.05,1684.94,4533.7,6288.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-10,4632.18,1611.62,5160.6,1709.79,1689.02,4646.64,7168.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-11,3794.64,2774.28,5379.06,1543.96,1712.8366666666668,4258.25,8096.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-12,3296.33,1381.72,4848.22,1531.75,1901.41,4094.89,6145.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-13,3152.03,1563.26,4964.08,1782.36,2001.44,4475.63,8686.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-14,3263.87,2393.2,6029.83,1394.5,1863.98,4812.83,7573.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-15,2650.69,1670.75,6074.81,1645.94,1891.52,4213.47,6600.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-16,2650.69,1670.75,6074.81,1645.94,1891.52,4213.47,6600.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-17,3673.66,1208.06,4913.17,1485.4,1635.39,4959.06,6193.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-18,2871.45,1996.01,6010.44,1531.99,1642.21,4579.62,7520.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-19,3945.28,2404.7,4104.75,1412.53,1498.34,4417.93,7744.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-20,2216.13,1689.55,3907.03,1450.28,1551.82,4189.17,7128.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-21,2636.27,1654.94,4277.13,1458.68,1677.31,4726.0,7215.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-23,2636.27,1654.94,4277.13,1458.68,1677.31,4726.0,7215.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-26,4134.04,1621.48,4831.44,1569.19,2182.29,4555.71,7167.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27,3446.21,1519.84,4864.75,1600.42,1764.22,5100.28,6935.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-28,3792.53,1635.24,6147.82,1698.39,1906.81,5925.93,7894.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-01,3002.13,1653.87,4897.31,1693.37,2001.25,5421.99,9013.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-02,3002.13,1653.87,4897.31,1693.37,2001.25,5421.99,9013.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-03,2287.02,1604.11,5240.87,1603.22,2163.06,6141.12,7561.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-04,4803.8,2498.17,5728.62,1654.81,2115.71,6507.77,8682.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-05,3337.1320833333334,1629.05,5867.0,1738.34,2175.98,6484.15,7918.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-06,2839.59,2103.77,5104.4,1858.29,2031.71,7849.91,7640.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-07,2987.81,2642.43,4934.84,1801.45,2079.84,7467.44,7778.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-08,3829.91,2601.81,5146.5,1854.99,1955.89,6563.51,7867.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-09,3829.91,2601.81,5146.5,1854.99,1955.89,6563.51,7867.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-10,3441.16,2302.14,4806.26,1841.07,2085.31,7261.85,7071.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-11,4114.46,2094.54,5261.03,1744.49,1966.56,6829.23,8663.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-12,3172.77,1994.56,4611.53,1725.18,2224.1,7356.19,8233.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-13,4109.49,1627.62,4855.49,1698.71,1862.44,6245.74,8103.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-14,4905.42,1180.21,4665.21,1535.66,2023.68,6412.94,7798.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-15,2530.32,1207.98,4141.69,1843.35,1724.98,6185.69,7810.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-16,2530.32,1207.98,4141.69,1843.35,1724.98,6185.69,7810.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-17,3612.18,1835.93,4515.47,1800.3,2306.47,6932.93,6982.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-18,2896.99,2582.16,4104.21,1599.47,1689.98,7529.21,6762.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-19,3337.1320833333334,2288.93,3953.03,1607.3,1644.69,7705.41,7105.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-20,5806.58,2535.72,4934.97,1735.66,1596.0,6274.84,6587.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-21,2744.01,1691.98,3887.31,1625.97,1544.66,7592.24,6383.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-22,2380.97,1600.41,3725.89,1759.61,1492.54,6675.83,7191.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-23,2380.97,1600.41,3725.89,1759.61,1492.54,6675.83,7191.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-24,2913.95,2161.84,4859.03,1622.41,1471.21,6247.84,8234.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-25,3337.1320833333334,1947.14,4495.12,1674.58,1389.71,7704.41,8477.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-26,3337.1320833333334,1849.54,4348.29,1765.31,1271.89,8038.23,7432.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-27,2951.05,2317.81,4073.43,1682.08,1232.11,7908.21,7765.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-28,3337.1320833333334,1722.51,4169.22,1676.41,1171.01,8996.69,7161.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-29,3337.1320833333334,2503.64,5615.48,1779.26,1084.92,9976.81,7074.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-30,3337.1320833333334,2503.64,5615.48,1779.26,1084.92,9976.81,7074.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-31,3018.23,2125.62,5314.37,1632.14,1134.38,8287.43,6397.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-01,3310.7450000000003,2008.17,4199.34,1459.67,1110.37,8209.38,6092.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-02,2788.63,1296.68,3599.34,1595.94,1129.67,8455.22,5763.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-03,4753.92,1375.46,4195.77,1356.8,1063.85,7720.74,7194.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-04,3310.7450000000003,1527.71,3858.54,1614.88,1071.76,10239.93,7235.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-05,2446.99,2395.81,3377.38,1412.15,1006.24,7187.16,7865.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-06,2446.99,2395.81,3377.38,1412.15,1006.24,7187.16,7865.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-07,2778.79,1452.88,4424.16,1500.51,1099.85,9686.51,6414.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-08,3310.7450000000003,1529.99,4924.63,1813.97,1084.16,10464.77,6764.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-09,3225.74,1496.44,4922.31,1488.43,980.32,7917.604399999999,6861.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-10,2473.59,1618.34,4438.730344827586,1448.92,937.94,7917.604399999999,7264.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-11,3310.7450000000003,1710.13,4315.15,1260.37,961.34,7917.604399999999,6477.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-12,3126.42,1400.17,4883.24,1487.88,929.72,7917.604399999999,7578.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-13,3126.42,1400.17,4883.24,1487.88,929.72,7917.604399999999,7578.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-14,3214.23,1896.77,4987.78,1440.02,949.46,9003.55,7860.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-15,4633.86,1502.57,5284.18,1539.93,1009.77,11460.03,6602.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-16,2866.98,1320.57,5012.97,1357.19,930.46,10915.74,6688.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-17,3329.6,1921.4,5630.13,1579.88,877.19,10479.13,6146.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-18,4903.13,1545.4,4229.51,1394.17,795.53,9826.44,5860.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-19,3188.42,873.04,4374.02,1332.76,703.45,6727.57,6580.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-20,3188.42,873.04,4374.02,1332.76,703.45,6727.57,6580.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-21,3310.7450000000003,1207.73,5090.66,1395.49,961.72,6754.84,5940.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-22,3335.04,1936.69,4299.36,1182.45,778.82,6844.68,5318.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-23,4430.04,1427.07,4227.33,1161.76,773.95,7169.04,6014.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-24,2232.31,1266.33,4894.05,1256.29,708.39,6717.62,5686.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-25,3760.42,2004.59,4116.21,1249.71,670.54,6485.02,5548.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-26,2156.31,2470.71,3970.21,1284.41,668.11,6097.55,6511.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-27,2156.31,2470.71,3970.21,1284.41,668.11,6097.55,6511.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-28,3310.7450000000003,1485.51,4212.23,1119.54,689.1,5698.7,5424.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-29,4154.87,1302.11,4651.4,1150.63,767.71,6454.0,6009.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-30,4740.45,1109.83,4438.43,1149.61,780.9,5330.21,5582.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-01,,,,,,,,3360.935336364724,1744.5680996822055,4339.037738564988,1227.6360250525302,743.9507717949143,5812.0673627322785,6085.838025689288,3226.8104999999982,1755.9335999999998,4449.479200000001,1300.7677,918.0332,5925.714399999998,6221.189800000004,3617.034738931381,1801.142757134821,4301.312860429995,1257.1743158405666,965.4155293845217,5927.202783712998,6477.509969585465,3631.7468,2055.6316,4640.047,1208.8667,1043.495,4988.403,6394.1567,3654.363425716579,1662.8272368065875,4023.71217200702,1463.6769912723685,980.0245297717057,5303.844135424159,6231.665312370857
2025-05-02,,,,,,,,3178.193427098782,1827.7517872757044,4300.3013370676135,1222.2986446035175,738.629087220644,5794.373318051662,6369.808778466512,3337.5266999999976,2060.0309999999995,4212.7937,1283.9787,936.2075000000001,5757.675999999999,6330.526100000001,3506.2630719349463,1743.5402629888313,4198.689678606608,1208.3377913876166,991.8514965898086,5539.6746277308885,6590.2530100627055,3757.42,2208.341,4303.354,1221.2787,1081.1477,5462.0415,6833.875,3601.7034272458777,1775.7775982554697,3685.9988255349112,1409.1197103049014,1064.561866536724,5421.791353011523,6271.674857296062
2025-05-03,,,,,,,,3350.7528176600913,1712.7629891541474,4204.067964312956,1199.2276149310107,791.9118801629746,5880.306570043691,5999.165410819029,4099.631699999999,1757.7070999999994,4296.768999999999,1250.7296000000001,835.7210999999999,5642.161199999998,5908.115600000001,3563.208371574483,1566.5272957529187,4309.204113810746,1180.965419427391,1030.2400735149695,5298.660375311992,5891.337571858193,3335.9343,1945.4276,4533.877,1221.0247,853.8673,5544.4985,6341.208,3523.338813763959,1821.0305201042931,3995.0061771274886,1484.8622336275785,924.4178892662532,5394.958181508548,6309.541551551696
2025-05-04,,,,,,,,3491.405865165598,1613.2484617277291,4271.3025387802645,1183.8214631115036,799.2152518020221,5843.290085149267,5934.3994112076725,4109.5111,1766.1731,4331.668699999998,1248.0097,839.8809999999997,5425.560699999999,5864.125199999999,3438.938126317374,1539.7868397106067,4232.407251138897,1157.4511028220254,1024.9695648846894,5148.519048882662,5926.988202030863,3743.6252,1697.7122,4521.9233,1268.2758,836.704,5504.6924,5948.5913,3713.3783932809893,1698.4714558155126,4057.8901045344023,1518.0147952418483,964.8450888492732,5215.590357847806,6332.171545417771
2025-05-05,,,,,,,,3843.734237059639,1510.9999069744185,4533.910685599115,1250.1340060308223,766.5722677648106,6256.305448722724,5849.302958554968,4063.9621000000006,1748.8563000000004,4363.021599999997,1298.9814999999994,929.4097,5654.907700000002,6203.9001,3528.3740273844246,1574.8399440850371,4297.247584616527,1216.6585232975126,1105.1076882296268,5377.807629898933,6615.513650380273,3664.5461,1588.7739,4605.8604,1228.3959,1131.5354,5554.6885,6796.703,3907.9186801899614,1555.7446863875955,4111.337972710396,1404.07783804156,1004.3244395700177,5204.742215835112,6645.705413224079
2025-05-06,,,,,,,,3711.4888803644894,1512.879333490128,4452.080066770576,1252.7405673537626,713.0391008884409,5903.013569860605,5745.8241030837435,4056.0770000000007,1876.6878000000006,4341.7918,1303.5486999999998,929.0211,5437.4322999999995,6409.723899999996,3699.015660821537,1609.0028339829437,4203.827448740753,1194.4162725740357,1119.7692351419266,5166.416593936657,6870.288864697363,3321.4766,1557.8188,4403.617,1152.9553,1242.3989,5619.629,6657.616,3731.0553112337852,1451.2683746198738,4246.912720627984,1422.2070027527416,1067.6292646938812,4559.922086790525,6530.858088428688
2025-05-07,,,,,,,,3399.4236278355256,1713.050057829977,4313.263894386486,1249.892060239594,792.4438828448805,6432.028668443566,6414.802157168337,4082.5012999999994,1938.8509000000004,4256.0344,1305.5980999999995,949.7726999999998,5665.954700000002,6572.142399999999,3524.2860385192726,1680.3009854063228,4373.044522665952,1236.9688445784573,1096.3599698530174,5485.450136052192,6684.845412471695,3606.7085,1491.1803,4350.1343,1170.1332,1258.962,5703.417,6784.4253,3810.441113939663,1444.1666936671681,4083.013751528381,1390.7531228722555,982.8466483442984,5000.334439740107,6913.016358013877
2025-05-08,,,,,,,,3404.013297409545,1668.3633010104822,4433.459602425726,1257.9390773898517,795.9635805342077,6345.85019460036,6486.885854240144,3963.5396,1915.9788999999998,4294.316299999999,1331.465599999999,894.6169999999997,5511.785300000001,6699.1617,3549.1204452942866,1766.7547824419207,4313.796735966498,1229.77043260731,1118.3798843674965,5354.852216178923,6584.155302373318,3716.5464,1919.4258,4059.657,1205.9161,1102.0195,5636.014,6919.7397,3516.823151315674,1542.0650817771814,3950.14660865387,1573.943241228314,1102.0541232398648,5052.943582354658,7158.82236594954
2025-05-09,,,,,,,,3375.7741912487463,1648.6032651356118,4454.193800495901,1243.716185522101,789.9945689775094,6328.094057753093,6364.921161469738,4119.626699999999,1926.2844000000007,4224.100799999999,1293.5354999999993,883.9496,5559.216600000002,6733.739099999998,3509.6396183421098,1750.539602859867,4212.319461281124,1212.4245321787357,1115.178648811378,5150.0378916609525,6724.836359000462,3822.944,1913.3574,3852.194,1151.7543,1143.1891,5803.0474,6712.333,3419.585252348573,1535.1868912494326,3913.086568223844,1565.1315915999426,1055.5660831755742,4792.930684136146,7085.674523048975
2025-05-10,,,,,,,,3523.161693317177,1613.0317543588378,4263.898575966658,1227.3831594071771,798.6218455736911,6345.6052910477765,6217.1412622553335,4329.5225,1951.4307000000003,4233.321599999999,1329.4297999999992,914.6711,5551.557699999998,6778.532099999996,3513.2897335342113,1703.3610048153714,4267.944445800361,1240.1944471322477,1139.024183172875,5074.087838196896,6796.747177343505,3751.6057,1317.8773,4032.9514,1266.8933,1253.9688,5273.5874,6703.5146,3629.202545813742,1474.520448201303,3856.8095509938007,1606.4521257919596,1109.8799806247484,4582.393336123551,7200.511146579418
2025-05-11,,,,,,,,3517.130381140091,1629.0438366112096,4267.876340788547,1232.3990369395603,784.223175597797,6441.4191490925095,6312.823334558521,4278.792700000001,1969.2920000000004,4273.236399999999,1343.544499999999,919.8884999999999,5558.642699999998,6840.420299999998,3509.9689350368512,1662.0785783567408,4257.390023615964,1242.108706673691,1104.1448708085347,5046.1675316464225,6972.593075524679,4003.7803,1514.564,3856.4194,1304.0333,1435.7803,4952.263,6818.195,3638.773452171942,1386.4123644041374,3846.245859222731,1607.6567914112884,1127.3463766545683,4527.651589352697,7293.81654264538
2025-05-12,,,,,,,,3462.8638263082953,1636.7111153584542,4332.520228135349,1285.6071972071202,850.7321931935481,6763.907358106218,6730.273731042876,4091.1382,2106.093,4307.8775000000005,1462.4240999999995,913.7986999999999,5568.606599999999,6976.120599999999,3275.7556420863584,1861.7946385283647,4109.115568305117,1261.2447389033894,1154.9776590792321,5498.198622194206,6897.609349945534,3974.9653,1294.3458,3896.248,1145.7495,1429.2833,5489.279,6892.335,3374.4911519971065,1381.002755186777,3928.6034673613635,1500.5344914573298,1102.4858149160593,4609.7559315443905,7455.560819886725
